place_id,city,n_obs,last_year,last_population,best_model,mae_ets,rmse_ets,2025_ets,2026_ets,2027_ets,2028_ets,2029_ets,mae_arima,rmse_arima,2025_arima,2026_arima,2027_arima,2028_arima,2029_arima,2025_forecast,2025_lower,2025_upper,2026_forecast,2026_lower,2026_upper,2027_forecast,2027_lower,2027_upper,2028_forecast,2028_lower,2028_upper,2029_forecast,2029_lower,2029_upper,pct_change_5y
4105800,"Bend city, Oregon",19,2024,106925,arima,7430,8553,108838,110713,112549,114349,116112,7145,9149,109103,111273,113434,115588,117733,109103,107051,111155,111273,108329,114217,113434,109777,117091,115588,111306,119869,117733,112881,122585,10.11
0684200,"West Covina city, California",19,2024,106923,ets,764,927,106403,106394,106386,106380,106375,1897,1942,106848,106810,106790,106780,106775,106403,101744,111173,106394,101732,110933,106386,101665,111109,106380,101728,111067,106375,101601,110981,-0.51
0807850,"Boulder city, Colorado",19,2024,106802,arima,5755,6763,107247,107719,108163,108583,108979,2094,2543,106969,106926,106937,106934,106935,106969,104376,109562,106926,102947,110906,106937,102006,111868,106934,101195,112674,106935,100490,113380,0.12
1254200,"Palm Coast city, Florida",18,2024,106726,ets,7074,7601,103659,105650,107631,109603,111564,11970,12794,107842,108010,108035,108039,108040,103659,97868,109588,105650,99855,111292,107631,101763,113501,109603,103821,115428,111564,105630,117289,4.53
2621000,"Dearborn city, Michigan",19,2024,106383,arima,10338,11930,104201,104197,104193,104190,104188,8847,10249,106383,106383,106383,106383,106383,106383,94145,118621,106383,89076,123690,106383,85186,127580,106383,81907,130859,106383,79018,133748,0.0
5531000,"Green Bay city, Wisconsin",19,2024,106312,arima,1754,2416,106326,106358,106384,106405,106421,878,952,106349,106377,106397,106412,106422,106349,104637,108062,106377,103885,108869,106397,103274,109520,106412,102738,110085,106422,102253,110592,0.1
2941348,"Lee's Summit city, Missouri",19,2024,106296,ets,3882,4030,105275,106272,107264,108251,109233,6211,6768,106831,106370,106768,106425,106720,105275,100944,109709,106272,101978,110466,107264,102848,111590,108251,103786,112722,109233,104676,113628,2.76
4965330,"St. George city, Utah",18,2024,106289,arima,14905,15281,108251,110203,112146,114078,116001,13655,13708,108329,110368,112408,114448,116487,108329,103768,112890,110368,103853,116884,112408,104348,120468,114448,105050,123845,116487,105880,127094,9.59
2509000,"Brockton city, Massachusetts",19,2024,105785,ets,6456,7596,106396,107044,107690,108332,108970,6845,7906,105814,105816,105816,105816,105816,106396,102053,110842,107044,101509,112242,107690,101261,113775,108332,101080,115326,108970,100850,116549,3.01
5357745,"Renton city, Washington",14,2024,105551,arima,565,732,106350,106919,107451,107951,108419,518,607,105986,106373,106716,107021,107292,105986,104182,107791,106373,103775,108970,106716,103483,109949,107021,103232,110810,107292,102998,111586,1.65
1368516,"Sandy Springs city, Georgia",19,2024,105506,arima,6947,8081,107083,107495,107906,108314,108720,4117,5140,105432,105477,105449,105466,105456,105432,96828,114035,105477,93639,117315,105449,90923,119976,105466,88763,122169,105456,86782,124130,-0.05
0660466,"Rialto city, California",19,2024,104912,ets,873,958,104105,104179,104245,104306,104361,926,1055,104927,104914,104925,104915,104924,104105,98736,109602,104179,98806,109409,104245,98804,109688,104306,98945,109706,104361,98859,109669,-0.53
1823278,"Fishers city, Indiana",17,2024,104730,ets,5859,6748,106843,108676,110464,112208,113910,9580,9956,105933,107034,108041,108963,109806,106843,102533,111256,108676,104363,112875,110464,106096,114833,112208,107905,116544,113910,109493,118171,8.77
0622230,"El Monte city, California",19,2024,104621,arima,8333,9518,103159,102471,101921,101481,101129,7757,9148,104660,104659,104659,104659,104659,104660,99070,110250,104659,96588,112730,104659,94711,114607,104659,93135,116183,104659,91751,117567,0.04
0681554,"Vacaville city, California",19,2024,103992,ets,2611,3159,104388,105024,105638,106229,106800,4132,4364,104178,104274,104323,104349,104362,104388,100925,107934,105024,101559,108398,105638,102128,109149,106229,102771,109713,106800,103251,110224,2.7
4804462,"Atascocita CDP, Texas",15,2024,103937,ets,26387,28136,111499,114339,117166,119978,122777,29132,30251,102588,103088,102903,102971,102946,111499,95176,128209,114339,96091,132148,117166,96685,137109,119978,98064,141353,122777,99487,144715,18.13
1810342,"Carmel city, Indiana",16,2024,103858,ets,1587,1910,106656,108307,109918,111488,113019,4713,5233,105058,106178,107225,108202,109114,106656,103699,109683,108307,105348,111188,109918,106921,112915,111488,108536,114462,113019,109989,115942,8.82
0485540,"Yuma city, Arizona",19,2024,103561,arima,6130,6614,99923,99924,99925,99926,99927,4710,4847,103732,103804,103834,103847,103853,103732,99635,107829,103804,97877,109731,103834,96475,111194,103847,95275,112419,103853,94213,113492,0.28
0608954,"Burbank city, California",19,2024,103543,arima,2326,2527,104385,104392,104398,104402,104406,991,1190,103842,103639,103777,103684,103747,103842,101495,106189,103639,99824,107455,103777,99182,108372,103684,98270,109098,103747,97715,109778,0.2
2537490,"Lynn city, Massachusetts",19,2024,103510,ets,4768,5352,103956,104935,105909,106878,107842,4902,5643,104609,105708,106806,107905,109004,103956,101106,106874,104935,101616,108080,105909,102157,109574,106878,102805,110805,107842,103372,111965,4.19
2555745,"Quincy city, Massachusetts",19,2024,103430,ets,4922,5163,104245,105237,106224,107206,108182,5636,6595,104480,105530,106579,107629,108678,104245,100642,107934,105237,100727,109441,106224,101035,111167,107206,101410,112766,108182,101744,114120,4.59
0621712,"El Cajon city, California",19,2024,103287,arima,3717,3943,104611,104708,104792,104864,104927,2269,3025,103255,103268,103263,103265,103264,103255,98418,108093,103268,96617,109918,103263,95137,111389,103265,93913,112617,103264,92822,113706,-0.02
0523290,"Fayetteville city, Arkansas",19,2024,103124,ets,8363,9690,105295,107466,109626,111776,113914,9199,10091,105457,107782,110097,112403,114701,105295,100286,110423,107466,101585,113008,109626,102952,116103,111776,104599,118759,113914,105987,121255,10.46
5176432,"Suffolk city, Virginia",19,2024,103105,ets,6187,6358,105310,107504,109687,111859,114020,7028,7215,104496,105886,107277,108667,110058,105310,103435,107229,107504,104382,110503,109687,105224,114069,111859,105883,117620,114020,106562,120941,10.59
0668252,"San Mateo city, California",19,2024,103013,arima,6514,7367,102296,102537,102729,102883,103006,5600,6017,103327,103627,103912,104184,104444,103327,100293,106361,103627,99315,107938,103912,98607,109218,104184,98030,110338,104444,97533,111354,1.39
1871000,"South Bend city, Indiana",19,2024,102944,ets,1126,1388,102938,102945,102950,102955,102959,1635,2407,103488,103023,103421,103080,103372,102938,97644,108358,102945,97648,108102,102950,97586,108317,102955,97669,108280,102959,97534,108192,0.01
0613014,"Chico city, California",19,2024,102907,ets,7322,7638,104622,105815,106981,108120,109233,9536,9931,102429,102907,102429,102907,102430,104622,98734,110650,105815,99923,111551,106981,101014,112949,108120,102241,114043,109233,103200,115054,6.15
0636546,"Inglewood city, California",19,2024,102765,ets,4298,4784,103703,103217,102755,102315,101898,5632,6107,104710,103418,104276,103706,104085,103703,96018,111570,103217,95527,110703,102755,94967,110544,102315,94642,110045,101898,94023,109495,-0.84
4879000,"Wichita Falls city, Texas",19,2024,102373,arima,4118,4160,102094,101887,101722,101590,101484,3170,4436,103659,102503,103542,102608,103448,103659,99985,107334,102503,97108,107898,103542,97000,110085,102608,94978,110238,103448,94957,111939,1.05
1207300,"Boca Raton city, Florida",19,2024,102235,ets,4346,4617,102900,103793,104653,105481,106277,5460,6315,101806,102155,101870,102102,101914,102900,97862,108059,103793,98752,108702,104653,99547,109760,105481,100450,110549,106277,101114,111258,3.95
2419125,"Columbia CDP, Maryland",19,2024,101936,arima,7598,8239,104924,105070,105196,105306,105401,4027,4453,101904,101916,101911,101913,101912,101904,93780,110028,101916,90835,112996,101911,88387,115435,101913,86364,117462,101912,84560,119265,-0.02
0633434,"Hesperia city, California",19,2024,101844,ets,4713,5220,101421,102186,102947,103705,104458,5446,5816,101947,101872,101927,101887,101916,101421,96455,106505,102186,97217,107024,102947,97915,107981,103705,98746,108699,104458,99369,109367,2.57
0617918,"Daly City city, California",19,2024,101424,arima,6984,7834,101300,101323,101342,101357,101369,4624,5289,101531,101560,101567,101570,101570,101531,96655,106406,101560,94409,108710,101567,92652,110483,101570,91171,111968,101570,89872,113268,0.14
3601000,"Albany city, New York",19,2024,101314,arima,3318,4083,101415,101495,101559,101611,101652,2284,2629,101334,101338,101339,101339,101339,101334,99405,103262,101338,98281,104395,101339,97413,105264,101339,96695,105983,101339,96072,106606,0.02
2545000,"New Bedford city, Massachusetts",19,2024,101313,arima,4069,4260,100709,101231,101750,102267,102781,3980,4723,101249,101267,101262,101263,101263,101249,98162,104335,101267,96344,106190,101262,95149,107375,101263,94127,108400,101263,93240,109286,-0.05
7263820,"Ponce zona urbana, Puerto Rico",19,2024,101024,ets,5986,6518,98208,95945,93743,91598,89510,10171,10762,99848,98730,97666,96654,95692,98208,91327,105252,95945,89060,102648,93743,86770,100717,91598,84728,98519,89510,82460,96312,-11.4
1919000,"Davenport city, Iowa",19,2024,100948,arima,2523,2667,100672,100631,100598,100572,100551,1469,1592,100954,100958,100961,100963,100964,100954,99836,102072,100958,99326,102590,100961,98913,103009,100963,98554,103372,100964,98231,103698,0.02
0845970,"Longmont city, Colorado",19,2024,100764,ets,4110,4452,102121,103141,104155,105164,106168,6205,6338,100949,100995,101006,101009,101010,102121,98598,105728,103141,99615,106573,104155,100584,107726,105164,101646,108708,106168,102557,109651,5.36
1257425,"Plantation city, Florida",19,2024,100690,ets,1266,1536,98712,99510,100304,101094,101880,3401,3820,99957,100458,100115,100349,100189,98712,93911,103628,99510,94706,104187,100304,95439,105171,101094,96301,105923,101880,96961,106627,1.18
1217200,"Deltona city, Florida",19,2024,100515,arima,8196,8304,102027,103801,105566,107323,109070,6753,6824,100405,100431,100425,100426,100426,100405,98080,102730,100431,97258,103605,100425,96564,104286,100426,95988,104865,100426,95475,105377,-0.09
5323515,"Federal Way city, Washington",19,2024,100242,arima,2773,3089,100374,100896,101393,101866,102317,2701,2955,100301,100255,100291,100263,100285,100301,97582,103021,100255,96307,104203,100291,95480,105103,100263,94677,105849,100285,94051,106520,0.04
0680238,"Tracy city, California",19,2024,100136,arima,7945,8500,101652,103155,104639,106105,107552,7884,7947,100784,100329,100648,100424,100582,100784,97627,103941,100329,95518,105139,100648,94817,106480,100424,93606,107241,100582,92978,108185,0.45
1269700,"Sunrise city, Florida",19,2024,100131,ets,2467,2767,98505,99170,99832,100490,101146,3384,3461,100043,100120,100052,100112,100059,98505,95480,101601,99170,96144,102116,99832,96767,102897,100490,97471,103532,101146,98047,104135,1.01
1224125,"Fort Myers city, Florida",16,2024,99929,ets,8881,9249,102418,104895,107360,109812,112252,15242,15989,102527,105126,107724,110322,112920,102418,99193,105720,104895,100195,109334,107360,101650,112833,109812,103102,116094,112252,104730,119361,12.33
4864472,"San Angelo city, Texas",19,2024,99661,arima,5608,6057,100529,100626,100710,100780,100841,2244,2594,99895,99914,99916,99916,99916,99895,93751,106039,99914,90811,109017,99916,88576,111255,99916,86711,113121,99916,85078,114753,0.26
5539225,"Kenosha city, Wisconsin",19,2024,99574,arima,2074,2143,99837,99849,99858,99866,99872,745,902,99511,99560,99522,99552,99528,99511,97772,101250,99560,97148,101973,99522,96556,102487,99552,96142,102962,99528,95711,103345,-0.05
0682996,"Vista city, California",19,2024,99330,arima,5267,5988,100952,101117,101264,101396,101513,3213,3309,99480,99502,99505,99505,99505,99480,94846,104114,99502,92433,106570,99505,90587,108423,99505,89052,109958,99505,87715,111296,0.18
0836410,"Highlands Ranch CDP, Colorado",19,2024,99056,arima,10254,10430,104273,104310,104340,104363,104382,5853,7003,98899,99039,98915,99025,98927,98899,89837,107961,99039,86429,111648,98915,83405,114424,99025,81194,116855,98927,78952,118901,-0.13
4023200,"Edmond city, Oklahoma",19,2024,99036,ets,1954,2187,99797,100839,101866,102877,103873,5149,5169,99259,99385,99457,99498,99521,99797,95687,104005,100839,96727,104843,101866,97701,106032,102877,98773,107011,103873,99661,107936,4.88
1200410,"Alafaya CDP, Florida",14,2024,98873,ets,1473,1716,98977,100073,101117,102110,103055,5949,6157,98583,98794,98640,98752,98671,98977,89557,108621,100073,90647,109250,101117,91570,110665,102110,92704,111585,103055,93402,112367,4.23
4105350,"Beaverton city, Oregon",19,2024,98302,ets,2426,2988,99361,99599,99813,100005,100178,4997,5275,98609,98890,99147,99383,99599,99361,96160,102637,99599,96396,102717,99813,96569,103057,100005,96809,103224,100178,96898,103342,1.91
0652526,"Norwalk city, California",19,2024,98211,arima,5894,6404,97785,97360,96938,96518,96100,5719,6228,98202,98199,98198,98198,98198,98202,94351,102052,98199,92647,103751,98198,91328,105068,98198,90217,106179,98198,89240,107155,-0.01
5168000,"Roanoke city, Virginia",19,2024,97912,arima,4679,4751,97200,97006,96835,96683,96548,3532,3616,97932,97950,97964,97976,97987,97932,96593,99272,97950,96018,99882,97964,95557,100371,97976,95154,100799,97987,94788,101185,0.08
5380010,"Yakima city, Washington",19,2024,97378,arima,3063,4478,97669,97970,98244,98493,98719,2214,2559,97367,97375,97369,97373,97370,97367,94618,100115,97375,93343,101407,97369,92457,102281,97373,91664,103082,97370,90996,103744,-0.01
2038900,"Lawrence city, Kansas",19,2024,97265,arima,2468,3425,97352,97571,97769,97948,98111,2295,3428,97501,97507,97507,97507,97507,97501,94307,100694,97507,92440,102574,97507,91080,103934,97507,89961,105053,97507,88988,106026,0.25
3473110,"Toms River CDP, New Jersey",19,2024,96868,arima,5289,5695,94576,94939,95236,95477,95674,4457,4987,96974,97080,97185,97291,97396,96974,88338,105609,97080,84860,109299,97185,82211,112159,97291,79991,114591,97396,78043,116749,0.55
4957300,"Orem city, Utah",19,2024,96642,arima,3855,3932,98231,98562,98875,99172,99454,2553,3096,96659,96650,96654,96652,96653,96659,93077,100240,96650,91531,101768,96654,90387,102922,96652,89405,103899,96653,88550,104757,0.01
0404720,"Avondale city, Arizona",19,2024,96626,ets,4477,5042,95132,96225,97271,98275,99236,9738,9904,96355,96586,96390,96556,96415,95132,87318,103132,96225,88405,103837,97271,89352,105193,98275,90472,106135,99236,91228,106961,2.7
0668196,"San Marcos city, California",19,2024,96615,arima,7409,8322,96939,97568,98160,98718,99244,3911,5191,96637,96634,96634,96634,96634,96637,93403,99871,96634,92041,101227,96634,91003,102265,96634,90129,103140,96634,89358,103910,0.02
5164000,"Portsmouth city, Virginia",19,2024,96482,arima,3078,3418,95581,95541,95505,95475,95448,1795,1813,96451,96448,96448,96448,96448,96451,94280,98621,96448,93217,99678,96448,92417,100479,96448,91750,101146,96448,91166,101729,-0.04
4872176,"Temple city, Texas",14,2024,96268,arima,13870,13890,99772,103258,106727,110178,113612,13566,13575,98523,100778,103034,105289,107544,98523,95613,101434,100778,96606,104951,103034,97856,108212,105289,99233,111345,107544,100687,114401,11.71
0646898,"Merced city, California",19,2024,96082,ets,5166,6324,96812,98203,99588,100966,102337,7215,8285,95992,96052,96012,96039,96021,96812,92091,101645,98203,92558,103481,99588,93220,105738,100966,94015,107720,102337,94628,109394,6.51
4263624,"Reading city, Pennsylvania",19,2024,96008,ets,3862,4087,95844,96625,97399,98167,98930,4856,5775,96033,96013,96030,96016,96027,95844,91640,100148,96625,92418,100720,97399,93138,101661,98167,93970,102396,98930,94622,103086,3.04
5305280,"Bellingham city, Washington",19,2024,95880,ets,3197,3679,97236,98397,99546,100685,101814,6583,6719,96048,96122,96155,96170,96177,97236,94368,100173,98397,95526,101191,99546,96639,102454,100685,97821,103571,101814,98874,104649,6.19
4548535,"Mount Pleasant town, South Carolina",16,2024,95606,arima,4129,4360,96137,96544,96932,97301,97652,2078,2708,97497,99387,101278,103169,105060,97497,95575,99418,99387,96633,102142,101278,97860,104696,103169,99171,107167,105060,100533,109586,9.89
2954074,"O'Fallon city, Missouri",19,2024,95363,ets,1828,2017,96358,97319,98240,99124,99972,2314,2387,96411,97421,98395,99333,100238,96358,93757,99020,97319,94098,100327,98240,94561,101780,99124,95029,103038,99972,95450,104153,4.83
3728080,"Greenville city, North Carolina",19,2024,95144,arima,5884,7132,92774,92869,92947,93009,93059,2567,2641,97255,99365,101476,103587,105698,97255,90337,104173,99365,89473,109258,101476,89229,113724,103587,89294,117880,105698,89551,121845,11.09
3702140,"Asheville city, North Carolina",19,2024,94983,ets,1974,2175,96920,97713,98481,99224,99944,4274,4423,94873,94903,94895,94897,94896,96920,93000,100933,97713,93790,101531,98481,94508,102454,99224,95310,103167,99944,95927,103820,5.22
2523000,"Fall River city, Massachusetts",19,2024,94687,arima,4872,5151,94581,95036,95406,95707,95952,3540,4014,94566,94535,94527,94525,94525,94566,92364,96767,94535,91591,97478,94527,91029,98026,94525,90556,98494,94525,90137,98912,-0.17
0636448,"Indio city, California",19,2024,94283,ets,3038,3334,94276,94732,95140,95505,95832,4822,5557,93934,94236,93975,94201,94005,94276,89207,99466,94732,89660,99670,95140,90003,100278,95505,90444,100604,95832,90638,100843,1.64
0645484,"Manteca city, California",16,2024,94283,ets,3090,3336,96579,99536,102478,105406,108319,3866,3926,96183,98083,99982,101882,103782,96579,94829,98370,99536,96849,102074,102478,98506,106377,105406,99622,110887,108319,100803,115479,14.89
0613210,"Chino city, California",19,2024,94006,arima,6227,7251,94093,94162,94217,94261,94297,5770,6571,94115,94176,94209,94228,94239,94115,90962,97268,94176,89453,98898,94209,88199,100219,94228,87102,101355,94239,86118,102359,0.25
0955990,"Norwalk city, Connecticut",19,2024,93666,ets,1490,1769,93348,93872,94383,94881,95367,2632,2938,93605,93642,93619,93633,93625,93348,89492,97296,93872,90013,97629,94383,90475,98291,94881,91030,98759,95367,91415,99179,1.82
0659920,"Redding city, California",19,2024,93509,ets,577,727,93537,93737,93935,94130,94323,1154,1285,93695,93879,94063,94245,94427,93537,91520,95602,93737,91719,95702,93935,91891,95980,94130,92116,96159,94323,92256,96317,0.87
2649000,"Livonia city, Michigan",19,2024,93118,ets,942,1099,92917,92831,92756,92690,92633,1615,2194,92461,91815,91182,90559,89948,92917,88558,97381,92831,88469,97079,92756,88338,97175,92690,88337,97076,92633,88165,96943,-0.52
0135896,"Hoover city, Alabama",19,2024,93002,ets,3240,3500,93675,94568,95443,96299,97138,5422,6260,93656,93027,93632,93051,93609,93675,90146,97288,94568,91037,98006,95443,91867,99020,96299,92776,99849,97138,93522,100627,4.45
4224000,"Erie city, Pennsylvania",19,2024,92936,arima,6550,6697,92373,91959,91613,91324,91082,4358,4419,93035,93006,93015,93012,93013,93035,90589,95482,93006,89045,96967,93015,88094,97935,93012,87261,98763,93013,86545,99481,0.08
0633182,"Hemet city, California",19,2024,92908,ets,1199,1657,93508,94589,95665,96735,97800,5640,5978,92920,92915,92917,92916,92916,93508,88798,98331,94589,89876,99178,95665,90891,100440,96735,92032,101473,97800,92973,102457,5.27
4967440,"Sandy city, Utah",19,2024,92832,ets,3248,3848,94453,94604,94754,94904,95053,4729,5275,92533,92797,92563,92770,92587,94453,89229,99801,94604,89377,99693,94754,89460,100049,94904,89688,100158,95053,89700,100217,2.39
1367284,"Roswell city, Georgia",19,2024,92229,arima,2913,3804,92644,92587,92538,92495,92459,1368,1527,92229,92228,92228,92228,92227,92229,79342,105115,92228,74004,110453,92228,69908,114548,92228,66455,118001,92227,63412,121043,-0.0
1779293,"Waukegan city, Illinois",19,2024,92114,arima,4307,5181,88411,88416,88419,88422,88424,4264,5409,92251,92194,92218,92208,92212,92251,87604,96898,92194,85429,98960,92218,83919,100516,92208,82596,101821,92212,81453,102971,0.11
1712385,"Champaign city, Illinois",19,2024,91951,ets,783,969,89788,89930,90049,90151,90236,2577,2777,92457,92780,92986,93118,93202,89788,87308,92327,89930,87448,92346,90049,87536,92564,90151,87674,92645,90236,87694,92688,-1.87
3350260,"Nashua city, New Hampshire",19,2024,91850,ets,2135,2198,90933,91188,91442,91694,91945,2487,2597,91906,91874,91892,91882,91888,90933,88239,93691,91188,88492,93813,91442,88711,94172,91694,89004,94404,91945,89184,94608,0.1
0648256,"Mission Viejo city, California",19,2024,91598,arima,5423,5759,90562,90195,89901,89666,89478,3585,3872,91860,91774,91802,91793,91796,91860,89992,93729,91774,88906,94642,91802,88263,95342,91793,87674,95912,91796,87174,96418,0.22
4810912,"Bryan city, Texas",19,2024,91544,ets,1693,1940,90347,90895,91396,91853,92271,5159,5221,92035,92114,92127,92129,92130,90347,87492,93271,90895,88038,93677,91396,88502,94290,91853,89002,94725,92271,89344,95094,0.79
2432025,"Germantown CDP, Maryland",14,2024,91497,ets,2154,2259,91525,91900,92274,92645,93015,8632,8841,91884,92270,92657,93043,93430,91525,81772,101510,91900,82141,101401,92274,82389,102160,92645,82907,102455,93015,83020,102657,1.66
0611530,"Carson city, California",19,2024,91370,arima,1159,1265,91969,91893,91817,91742,91667,914,1098,91341,91355,91348,91352,91350,91341,86643,96039,91355,84945,97766,91348,83498,99198,91352,82330,100374,91350,81273,101427,-0.02
3474000,"Trenton city, New Jersey",19,2024,91204,ets,4169,4363,89809,90303,90794,91283,91769,4233,5013,90973,91124,91025,91089,91047,89809,85932,93779,90303,86423,94080,90794,86865,94725,91283,87412,95183,91769,87796,95603,0.62
0615044,"Compton city, California",19,2024,91122,ets,4090,4573,91320,90947,90577,90208,89841,4476,4826,91116,91114,91113,91112,91112,91320,86963,95781,90947,86241,95450,90577,85436,95519,90208,84991,95551,89841,84401,95218,-1.41
0673080,"South Gate city, California",19,2024,90809,ets,2690,3066,91392,91198,91019,90856,90706,2918,3507,89224,90809,89224,90809,89224,91392,85891,97023,91198,85693,96556,91019,85445,96595,90856,85363,96389,90706,85069,96144,-0.11
0670000,"Santa Monica city, California",19,2024,90740,arima,3944,4189,90578,90605,90626,90644,90657,1880,2027,90679,90720,90693,90711,90699,90679,89484,91875,90720,88801,92639,90693,88377,93008,90711,87987,93435,90699,87663,93735,-0.05
2545560,"Newton city, Massachusetts",19,2024,90695,arima,1269,1656,88213,88209,88206,88204,88202,966,1168,90956,91041,91068,91077,91080,90956,85219,96692,91041,82493,99588,91068,80311,101825,91077,78459,103695,91080,76833,105327,0.42
3570500,"Santa Fe city, New Mexico",19,2024,90553,ets,6630,8685,92134,93432,94723,96007,97286,7568,8939,90478,90486,90485,90485,90485,92134,85233,99199,93432,85833,100635,94723,86430,102693,96007,87481,104654,97286,88354,106012,7.44
0524550,"Fort Smith city, Arkansas",19,2024,90517,arima,1466,1527,90812,91095,91365,91624,91871,1110,1340,90679,90822,90947,91058,91154,90679,89824,91535,90822,89577,92068,90947,89382,92513,91058,89208,92907,91154,89042,93266,0.7
1216725,"Deerfield Beach city, Florida",19,2024,90487,ets,5078,5533,89846,91283,92712,94134,95550,5766,6326,90977,90927,90932,90932,90932,89846,83701,96138,91283,84207,98051,92712,83806,101341,94134,83006,104915,95550,81487,108903,5.6
0602553,"Arden-Arcade CDP, California",19,2024,90375,arima,17267,19161,90913,90962,91005,91044,91079,10915,11737,90423,90423,90423,90423,90423,90423,81709,99137,90423,78454,102391,90423,75910,104935,90423,73750,107096,90423,71839,109007,0.05
3413690,"Clifton city, New Jersey",19,2024,90315,ets,3002,3694,89125,89327,89508,89669,89814,3249,3900,90215,90304,90224,90296,90232,89125,84335,94030,89327,84534,93994,89508,84653,94364,89669,84886,94488,89814,84905,94550,-0.55
4041850,"Lawton city, Oklahoma",19,2024,90039,arima,8263,8360,89783,89413,89112,88866,88666,3736,3859,90022,90020,90020,90020,90020,90022,85163,94880,90020,82593,97447,90020,80661,99378,90020,79061,100978,90020,77667,102373,-0.02
0566080,"Springdale city, Arkansas",17,2024,89641,ets,2165,2944,90188,91220,92217,93178,94106,4008,4443,91030,92408,93777,95136,96485,90188,87289,93155,91220,88320,94044,92217,89279,95155,93178,90284,96094,94106,91136,96972,4.98
0684550,"Westminster city, California",19,2024,89547,ets,914,1094,89373,89338,89310,89287,89269,1428,1703,89558,89564,89568,89571,89572,89373,85245,93599,89338,83861,94533,89310,82903,95505,89287,81809,96347,89269,80868,97027,-0.31
2430325,"Frederick city, Maryland",14,2024,89545,ets,11690,11774,93258,96973,100668,104345,108004,11708,11806,91374,93202,95031,96860,98688,93258,89576,97028,96973,90917,102777,100668,91434,109656,104345,91331,116814,108004,91008,123893,20.61
2534550,"Lawrence city, Massachusetts",19,2024,89323,ets,4734,5387,89938,91302,92659,94010,95354,6369,6983,89114,89114,89114,89114,89114,89938,82769,97276,91302,83298,99079,92659,82819,102230,94010,81980,105621,95354,80291,109468,6.75
2680700,"Troy city, Michigan",19,2024,89205,arima,3743,3836,89312,90192,91068,91939,92806,3012,3308,89089,89165,89115,89148,89126,89089,86977,91201,89165,86305,92025,89115,85596,92633,89148,85115,93180,89126,84615,93637,-0.09
0918430,"Danbury city, Connecticut",19,2024,88683,ets,571,806,87616,87846,88056,88248,88423,1787,2140,89162,88856,89052,88926,89007,87616,85346,89941,87846,85574,90058,88056,85755,90358,88248,85981,90532,88423,86097,90668,-0.29
4955980,"Ogden city, Utah",19,2024,88661,arima,1288,1469,88378,88610,88829,89037,89234,1127,1301,88858,88712,88820,88740,88799,88858,86156,91559,88712,84736,92688,88820,83981,93658,88740,83111,94369,88799,82518,95080,0.16
4848768,"Mission city, Texas",17,2024,88570,ets,2050,2685,88444,88827,89172,89483,89765,3537,3632,89425,90265,91090,91902,92700,88444,84399,92586,88827,84779,92768,89172,85072,93273,89483,85444,93553,89765,85619,93764,1.35
2706616,"Bloomington city, Minnesota",19,2024,88339,ets,1958,2606,88010,88157,88290,88413,88525,2454,2835,88557,88761,88951,89128,89294,88010,86124,89941,88157,86269,89994,88290,86379,90202,88413,86530,90310,88525,86592,90389,0.21
0624638,"Folsom city, California",19,2024,88096,ets,4851,5112,85332,86193,87050,87903,88751,6135,6277,88662,88893,88987,89025,89041,85332,80120,90668,86193,80978,91271,87050,81768,92334,87903,82699,93145,88751,83410,93904,0.74
2717000,"Duluth city, Minnesota",19,2024,87990,arima,1273,1574,86781,86793,86803,86811,86818,924,1200,87797,87830,87825,87826,87825,87797,86596,88999,87830,85741,89920,87825,85178,90471,87826,84713,90938,87825,84310,91341,-0.19
1243975,"Melbourne city, Florida",19,2024,87572,ets,4009,4030,88936,89989,91037,92080,93117,4977,4984,87537,87522,87515,87512,87511,88936,85299,92658,89989,85643,94052,91037,85582,96408,92080,85084,98859,93117,84298,101524,6.33
1973335,"Sioux City city, Iowa",19,2024,87526,ets,2108,2645,84846,84993,85139,85284,85428,2331,2708,87667,87731,87759,87772,87778,84846,81671,88097,84993,81816,88086,85139,81921,88358,85284,82113,88478,85428,82174,88567,-2.4
0649670,"Mountain View city, California",19,2024,87322,arima,2511,3062,85125,85643,86141,86619,87078,2430,3106,87843,87440,87752,87510,87697,87843,84602,91083,87440,82648,92231,87752,81931,93573,87510,80729,94291,87697,80136,95258,0.43
0669070,"Santa Barbara city, California",19,2024,87291,arima,5210,5941,86731,86301,85956,85680,85460,3146,3686,87063,87215,87113,87181,87136,87063,84363,89762,87215,83655,90775,87113,82721,91506,87181,82173,92189,87136,81531,92741,-0.18
0639496,"Lake Forest city, California",19,2024,87164,ets,2080,2363,88319,88948,89558,90148,90719,3996,4538,87678,88164,88623,89057,89468,88319,84092,92647,88948,84719,93066,89558,85274,93843,90148,85927,94400,90719,86388,94898,4.08
0613588,"Citrus Heights city, California",19,2024,86910,arima,1479,1571,86936,86958,86974,86988,86999,1372,1550,86947,86961,86966,86968,86968,86947,85071,88823,86961,84211,89710,86966,83530,90402,86968,82952,90983,86968,82443,91494,0.07
5335275,"Kennewick city, Washington",15,2024,86721,ets,1911,2166,87250,87900,88515,89097,89647,3383,3393,87134,87247,87277,87285,87288,87250,84836,89723,87900,85484,90253,88515,86068,90963,89097,86686,91526,89647,87173,92034,3.37
